geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
68900,0.0348805763380532,-51.073758810258326,macapá,AP
68908,0.0485398477856193,-51.06381252497682,macapa,AP
68908,0.0519788959850918,-51.05526786088061,macapa,AP
68901,0.0422472207165984,-51.05625620716595,macapá,AP
68902,0.0173093615354265,-51.06996221497325,macapa,AP
68901,0.0284188680749046,-51.074253100460055,macapá,AP
68900,0.0293361284582805,-51.05414101052378,macapa,AP
68909,0.095144527411579,-51.06451782900767,macapa,AP
68901,0.0257474182566252,-51.08009684372999,macapa,AP
68902,0.0323266698758011,-51.07083524512484,macapa,AP
68901,0.0258167984836372,-51.06823811887195,macapá,AP
68902,0.0130905226245418,-51.063937655326974,macapa,AP
68905,0.050292585175957,-51.04423502440003,macapá,AP
68901,0.0395689091693349,-51.08010832114224,macapa,AP
68915,0.8519268005936245,-51.17482578785246,ferreira gomes,AP
68902,0.0159444941011293,-51.06368504937492,macapá,AP
68900,0.0332386192457556,-51.07919824941381,macapa,AP
68909,0.0884134358423021,-51.04730438900078,macapa,AP
68902,0.0134707021957155,-51.06938180617214,macapá,AP
68902,0.0233224739141716,-51.07702225822045,macapá,AP
68997,0.7019709756661583,-51.40554586367916,porto grande,AP
68904,0.0103007315789934,-51.08185128574056,macapa,AP
68900,0.035252906267944,-51.05642305527,macapa,AP
68900,0.0390179058728975,-51.07043285036044,macapa,AP
68900,0.0338582213947642,-51.06061774086325,macapa,AP
68902,0.0212883458932293,-51.06076388509601,macapa,AP
68909,0.1000340180625539,-51.05972167237663,macapa,AP
68901,0.0309690000000045,-51.05617650000001,macapa,AP
68900,0.0397488987298048,-51.066890397935765,macapa,AP
68900,0.0418081568541364,-51.06254172346425,macapa,AP
68903,0.0062574917268703,-51.07534639156089,macapa,AP
68980,3.8420544502320113,-51.83603011478167,oiapoque,AP
68904,0.0109200199947078,-51.08302496500926,macapa,AP
68901,0.0337343686444192,-51.071408942962336,macapa,AP
68909,0.002814761635168,-51.0619290599053,macapa,AP
68908,0.0767880516375481,-51.08201802382317,macapa,AP
68900,0.0311912932569282,-51.06893137551641,macapa,AP
68908,0.0446949381570345,-51.055483337679895,macapa,AP
68901,0.0347755550330113,-51.06237039145566,macapa,AP
68905,0.0524520602358803,-51.04353536938599,macapa,AP
68900,0.0400110510053666,-51.06409654765266,macapa,AP
68904,0.0201970359137614,-51.08057219512045,macapá,AP
68902,0.0169304496674442,-51.06197764782893,macapá,AP
68900,0.0330814636694394,-51.07632060121565,macapa,AP
68900,0.0304412023632394,-51.05977173626002,macapa,AP
68900,0.031995168925009,-51.071441559005805,macapá,AP
68906,0.0311743049796806,-51.115275482964655,macapa,AP
68904,0.0132183339525277,-51.08553438961128,macapa,AP
68909,0.0825987682740862,-51.06224123172591,macapa,AP
68920,1.211469000000058,-53.045751499999966,laranjal do jari,AP
68909,0.0032289781757835,-51.06109698830506,macapa,AP
68900,0.0307411507862231,-51.06407688956876,macapa,AP
68904,0.0148096012597016,-51.08170906640639,macapa,AP
68902,0.0110574264688694,-51.07430865383726,macapa,AP
68945,0.7771879222276791,-51.95583223023856,amapari,AP
68900,0.0396172142026276,-51.05541288960522,macapa,AP
68908,0.0314530325927402,-51.05554088858784,macapa,AP
68901,0.0376538757991719,-51.05258706572337,macapa,AP
68909,0.0878849737227761,-51.041512739452735,macapa,AP
68980,3.8458058902639536,-51.830625791772846,oiapoque,AP
68908,0.0566671226941951,-51.0545035731815,macapa,AP
68902,0.0230387477044318,-51.07351416246212,macapá,AP
68909,0.1011801540045439,-51.06258215892739,macapa,AP
68903,0.0037175935876586,-51.06095157995029,macapa,AP
68900,0.0330141306419245,-51.06068651772248,macapa,AP
68901,0.0302004715218446,-51.055828958101706,macapa,AP
68901,0.0338348025058974,-51.08199426750197,macapa,AP
68909,0.0862834459279049,-51.04839352803764,macapá,AP
68902,0.023183984624749,-51.07350331142784,macapa,AP
68908,0.0694214999999983,-51.06859200000001,macapa,AP
68908,0.0570214033447727,-51.05359837018832,macapá,AP
68901,0.0186369297090898,-51.05736103588122,macapá,AP
68904,0.0186163640328727,-51.087058404002775,macapa,AP
68902,0.0230225460618884,-51.07323986591405,macapa,AP
68900,0.0351311536065873,-51.06334938255604,macapa,AP
68901,0.0359687591968564,-51.0753117374358,macapá,AP
68903,0.0025744240620198,-51.08362816492407,macapa,AP
68908,0.0552205746616687,-51.060284946850274,macapa,AP
68901,0.0408060798876257,-51.07438069907332,macapa,AP
68909,0.0943101997446246,-51.04719335799616,macapa,AP
68901,0.025954578942437,-51.060484251355554,macapa,AP
68908,0.0592849720431672,-51.057127943256575,macapa,AP
68905,0.0501989220299265,-51.04474913376895,macapa,AP
68997,0.7095103334642924,-51.41421804087462,porto grande,AP
68906,0.038681455099704,-51.09329456108808,macapa,AP
68904,0.0104719840002467,-51.075122022367495,macapa,AP
68900,0.0426676354959566,-51.07342951806466,macapa,AP
68901,0.0394582527208918,-51.08427217338189,macapa,AP
68906,0.0305579810810696,-51.11368113938225,macapa,AP
68903,0.0050977215859852,-51.07504316414999,macapa,AP
68908,0.0773084018389415,-51.0817201952169,macapá,AP
68902,0.018592244132838,-51.06704010018706,macapa,AP
68903,0.0058630735987749,-51.08540380958652,macapa,AP
68903,0.0025342908725621,-51.08402269006903,macapa,AP
68909,0.0931305008714985,-51.082652464555856,macapa,AP
68980,3.844931405069822,-51.83572213705836,oiapoque,AP
68902,0.015399199810154,-51.074092923448,macapa,AP
68901,0.0336385950253971,-51.06984342016543,macapa,AP
68900,0.0415267465291029,-51.0700792682425,macapa,AP
68901,0.0298206158101645,-51.07158188388559,macapa,AP
68900,0.0401160868419355,-51.052853994368725,macapá,AP
68980,3.835162133769166,-51.83065025360857,oiapoque,AP
68901,0.0326634955990598,-51.07277255324048,macapa,AP
68908,0.0538274888420219,-51.05303088705168,macapa,AP
68902,0.018232956877181,-51.07058083089706,macapá,AP
68980,3.844755235356787,-51.82940972236443,oiapoque,AP
68901,0.0404216231052731,-51.05336491772936,macapa,AP
68900,0.0332464088227638,-51.0655095584318,macapa,AP
68901,0.0250502093449911,-51.07000546471101,macapá,AP
68909,0.0937683491793769,-51.04264493719433,macapa,AP
68907,0.0857525000000691,-51.04185073199994,macapa,AP
68908,0.0639861812205255,-51.06010821517273,macapa,AP
68908,0.0509550774673376,-51.05212083396783,macapa,AP
68905,0.0473757855332431,-51.06662908716126,macapa,AP
68901,0.0309767179337956,-51.08261999518355,macapa,AP
68905,0.0475471681090708,-51.06680701329388,macapá,AP
68902,0.0110574264688694,-51.07430865383726,macapa,AP
68948,0.9042512387464248,-52.001564761253576,serra do navio,AP
68901,0.0415373666851422,-51.05692622741094,macapa,AP
68902,0.0204389469766622,-51.05919529889841,macapa,AP
68908,0.0582376132140913,-51.10106417687535,macapa,AP
68908,0.072872361802214,-51.05564565013089,macapa,AP
68906,0.0744194752995637,-51.07849991352539,macapa,AP
68920,1.211469000000058,-53.045751499999966,laranjal do jari,AP
68920,1.211469000000058,-53.045751499999966,laranjal do jari,AP
68909,0.002814761635168,-51.0619290599053,macapa,AP
68909,0.0952851150645518,-51.04716859097877,macapa,AP
68902,0.0137566197215346,-51.06279867058551,macapa,AP
68901,0.0335411401319673,-51.076861394036285,macapa,AP
68908,0.0752378408564404,-51.0871266143805,macapa,AP
68909,0.0928571306322919,-51.08281756175088,macapá,AP
68902,0.018232956877181,-51.07058083089706,macapá,AP
68908,0.051023957938428,-51.06273086700192,macapa,AP
68902,0.0157716759791612,-51.06804281197499,macapa,AP
68909,0.1002266119021311,-51.04202470451219,macapa,AP
68908,0.0611367929335626,-51.05639809469244,macapa,AP
68901,0.0273113543905369,-51.0587741501017,macapá,AP
68901,0.0274672786669624,-51.05875706804387,macapa,AP
68903,0.0079868545403402,-51.06812032450348,macapa,AP
68900,0.0378531559795407,-51.05816721523829,macapa,AP
68950,2.054092765888255,-50.79137254210519,amapa,AP
68909,0.0828178487509663,-51.069051962438,macapá,AP
68905,0.0505260000000077,-51.04704599999999,macapa,AP
68908,0.0712170000000066,-51.065397,macapá,AP
68909,0.1015652317189187,-51.04586198100556,macapa,AP
68900,0.0345998520815674,-51.055589540709065,macapa,AP
68901,0.0487743488005333,-51.04282816102548,macapa,AP
68908,0.0435009703412434,-51.06132132434472,macapá,AP
68904,0.0232862316714305,-51.08516940981246,macapa,AP
68900,0.0338915962244016,-51.05921214039302,macapa,AP
68901,0.0335411401319673,-51.076861394036285,macapa,AP
68908,0.0512937334951984,-51.05210027270899,macapa,AP
68900,0.0421987255260034,-51.06611908424089,macapa,AP
68904,0.0100863028697897,-51.07370927590094,macapa,AP
68902,0.0162009954381386,-51.06292327630244,macapa,AP
68909,0.0894823360283885,-51.04430341840318,macapá,AP
68900,0.0347837095331705,-51.07402012060819,macapá,AP
68906,0.0349717437610148,-51.062614502768845,macapá,AP
68902,0.0128877957837927,-51.07306653726511,macapa,AP
68908,0.0294958266193096,-51.05683255908721,macapa,AP
68902,0.0200806063626119,-51.069471215519535,macapa,AP
68906,0.0366615259014403,-51.091027967069536,macapa,AP
68901,0.0261076431312845,-51.06092222632901,macapa,AP
